date,area,B,ypi_n,K_min_obs,K_max_obs,K_width,mean_BL,var_BL,skew_BL,kurt_BL,p_deflation_BL,p_highinfl_BL,mean_BKM,var_BKM,skew_BKM,kurt_BKM,mean_maxent,var_maxent,skew_maxent,kurt_maxent,rmse_maxent,p_deflation_maxent,p_highinfl_maxent,mean_KW,var_KW,skew_KW,kurt_KW,p_deflation_KW,p_highinfl_KW,h_KW
2009-10-30,EU,0.9876617481746492,0.013248,0.99,1.05,0.06000000000000005,0.01680359677611255,0.00013546754053017282,0.18548941716986306,2.1635417352235806,0.0804616355259878,0.02803414450451488,0.013247999999999927,0.0011566540800960201,-24667.72324225256,2255214.9527268624,0.010698975208331513,0.0005014261986063822,0.24172117646691402,2.779418076565745,0.0011189782470004382,0.3273855170679441,0.092202943210391,0.016662449094627503,0.0001503041671165427,0.17355986115364225,2.2731001193438525,0.10106467264581045,0.035212872473044686,0.01551635287203137
2009-11-30,EU,0.9874987974300066,0.0109,0.99,1.05,0.06000000000000005,0.014118605650622689,0.00012036871132993184,0.43775311001640194,2.45269500653323,0.10166032348865278,0.017080998515092732,0.01089999999999991,0.000826801234300012,-40815.175073278704,4393598.801124356,0.0077698060940378805,0.0004621622482090608,0.3256150969537206,2.874472332071951,0.0011347357707778443,0.37030967247727214,0.0679473290211742,0.013912982637045613,0.00013420061687704338,0.3977975640736361,2.5398766966061888,0.12749617580117104,0.021422124886973405,0.01551635287203137
2009-12-31,EU,0.9869755617370756,0.0132,0.99,1.05,0.06000000000000005,0.015906891691852037,0.0001268245893572479,0.28938326308804097,2.309956876045775,0.08214766753167957,0.023630131524531462,0.0132000000000001,0.0008192728182672138,-41379.18567744373,4494666.435141885,0.010202961073005366,0.00048360395871509287,0.24262272544061964,2.8193505154791856,0.0011814650069222085,0.32930315643112407,0.08461625316511338,0.015756878379345137,0.000141179523238913,0.2647622069875218,2.4099587195312684,0.10322436307961551,0.02969318305708453,0.01551635287203137
2010-01-29,EU,0.9880766532328458,0.013025,0.99,1.05,0.06000000000000005,0.015552607861330026,0.00013003512682186253,0.3559408290970357,2.340227349756294,0.08744036337292212,0.025492666554011365,0.013025000000000064,0.0009368802007851951,-33837.6958231662,3435894.2805688125,0.01014077254850765,0.0005025578103642581,0.30224913112442514,2.870774202109914,0.0011044560792555997,0.33668069859182076,0.08988463357757533,0.015400696801057445,0.00014465252914400134,0.3262574005389105,2.4333236199517123,0.10975752520111963,0.03199947901121997,0.01551635287203137
2010-02-26,EU,0.9891611680690704,0.0121999999999999,0.99,1.05,0.06000000000000005,0.015033919653710757,0.0001297646088234383,0.4048029564476913,2.3773939969024465,0.09417313582762446,0.024184540718370347,0.012199999999999989,0.0010099662894014205,-30232.056409465134,2951902.1870161933,0.009358951293641081,0.0005005124545893057,0.3401090897623344,2.896789045240685,0.0010672631435431307,0.3512709234129725,0.08550145419368743,0.014865379797155168,0.00014433962465723664,0.371214077898553,2.4664103789048695,0.1181129601807234,0.030332898178818592,0.01551635287203137
2010-03-31,EU,0.9892086489446696,0.0149,0.99,1.05,0.06000000000000005,0.01681683803414479,0.00015249776430641858,-0.02852840624970337,2.0182294297933527,0.11875675196796714,0.029550276436084138,0.014899999999999913,0.0008279150044987471,-40732.99276959784,4415760.337154168,0.012081587361987127,0.0005216346263804032,0.21603184198779674,2.768466757339186,0.0011289479434485519,0.31014233740090486,0.10563641735052116,0.01655737786117897,0.00016892220781064768,-0.0030723669005584572,2.108278565073189,0.14828501828999233,0.036898218311886874,0.01551635287203137
2010-04-30,EU,0.9887141682506724,0.01825,0.99,1.05,0.06000000000000005,0.018021947052570084,0.0001459917922694638,0.05799357766586658,2.067228802519134,0.07861821835111847,0.03679121069368376,0.0182500000000001,0.0014138181769285385,-18254.108317645176,1523981.8784011854,0.015897224027535517,0.0005028473549359242,0.06926488153845042,2.8783392442335565,0.0013633608726056835,0.2393753698865732,0.12920048883431443,0.017901434020676208,0.00016166431565493443,0.05986682583450953,2.1743184844065446,0.09864737713330833,0.046164794507182,0.01551635287203137
2010-05-31,EU,0.98891687543194,0.01555,0.99,1.05,0.06000000000000005,0.01803058983049772,0.00013438421937017313,0.1558921222210614,2.2217327542299383,0.06327502287487428,0.03691889376403784,0.015549999999999953,0.0010488717498335909,-28566.02950323017,2754704.3831741256,0.012972860649703266,0.0005131842098829143,0.17110709543074018,2.7866780523025265,0.0011888016096726515,0.29030489694320466,0.10972631877619604,0.017963499114333308,0.00014941790640630014,0.1431834802644112,2.324289460586263,0.07957602658389101,0.046430410379457145,0.01551635287203137
2010-06-30,EU,0.9883484116775584,0.013605,0.99,1.05,0.06000000000000005,0.018532751594457227,0.000166822576859281,0.259228134363099,2.180192112064444,0.07882752142896167,0.07650110864827016,0.01360500000000009,0.0018509064789635765,-12186.449791473484,881303.2319814406,0.011901722081284857,0.0005499115953178843,0.2703738735200182,2.7412369793334115,0.0009970504699386544,0.3227924800702747,0.1143017234161837,0.018559914029185706,0.00018535484469389343,0.23312257300233916,2.2303718853449577,0.09832495308395507,0.09542352374024339,0.01551635287203137
2010-07-30,EU,0.9880025502627494,0.01309,0.99,1.05,0.06000000000000005,0.016190595456588647,0.00012802934100871008,0.25978044489615215,2.284579143230091,0.08017418085441103,0.02472376389291271,0.013090000000000046,0.0008966219319921365,-36142.07664178396,3751834.5206381967,0.010199747599923942,0.0004823008612607649,0.23159435219769522,2.7972002968913747,0.0011804651450775445,0.32931862156203606,0.08410322428057479,0.0160467320470406,0.0001424746082862577,0.23835878262771926,2.3864374433235636,0.10075782250052197,0.031071470570427886,0.01551635287203137
2010-08-31,EU,0.988610358713102,0.01249,0.99,1.05,0.06000000000000005,0.015734322889005944,0.00012643453588932242,0.31869750157504334,2.342463159039623,0.08320576880297227,0.023765775487323386,0.01248999999999989,0.0009287605261418808,-34282.45497102838,3492622.4652290535,0.009593397187922167,0.0004779127189767907,0.2552391124505108,2.8126120874112606,0.0011667868424349408,0.33927413529174777,0.07995629584239113,0.01558459195026134,0.00014080533601281488,0.2910495258683701,2.4385410494500586,0.10453528052965921,0.029858252739662583,0.01551635287203137
2010-09-30,EU,0.9872815715902904,0.015638,0.99,1.05,0.06000000000000005,0.01699996933592896,0.00012316304289767193,0.42458417577529717,2.5604256799532337,0.05549049183425149,0.03692861742285747,0.01563800000000004,0.0005641601809702745,-72412.7622421394,9523313.563298324,0.012408403806114864,0.0004843864140203414,0.16332018637606244,2.8512654232626637,0.0013110551900351497,0.2878837545232654,0.09810771711164959,0.01697564867816414,0.00013785931622338718,0.37975809658872206,2.6246939566177425,0.06986732311417261,0.04649663423518267,0.01551635287203137
2010-10-29,EU,0.986168545842075,0.015213,0.99,1.05,0.06000000000000005,0.017361931544088986,0.0001219847607005934,0.1463701336965604,2.3105358866658534,0.06371702701559422,0.025633850099330467,0.015212999999999921,0.0006596454395333406,-57273.842781873456,6960127.518856338,0.012142382920290115,0.00047693199353321755,0.13131510905833957,2.7961815792608933,0.001311871033663375,0.2915828022496051,0.09314970134454512,0.017257120565944493,0.00013609116529935756,0.1329758958762753,2.416106330609898,0.08026219467825323,0.0322902918687306,0.01551635287203137
2010-11-30,EU,0.9864821973075928,0.01663,0.99,1.05,0.06000000000000005,0.018070356078117664,8.951282594540862e-05,-0.09114295102811874,2.60238766610834,0.04064106567400151,0.010800374841190119,0.016629999999999923,0.0004227816999353706,-111620.29449919351,16989760.070501786,0.013312624481922088,0.0004323007182173189,-0.015303592844522177,2.866499334058255,0.001597345069303329,0.25480449008143025,0.08561342722246763,0.017974675261166532,0.00010137301725164306,-0.0892705471429948,2.70368715519799,0.05148696964886591,0.013682713384836332,0.01551635287203137
2010-12-31,EU,0.9869755617370756,0.01893,0.99,1.05,0.06000000000000005,0.019621431235846653,0.00011011662812037253,-0.16768639175589664,2.4319367066356716,0.044545591325147994,0.02405819010444119,0.01892999999999989,0.0010728533235575544,-27614.1928017476,2650025.770488253,0.01631388476333489,0.0004410635257213395,-0.09146135014835721,2.957074060930634,0.0016404048896781376,0.21349585559753545,0.11166861465612099,0.01954824248110725,0.0001234379092357003,-0.14991093800596386,2.5353175377715167,0.056287723311252744,0.030399967298926935,0.01551635287203137
2011-01-31,EU,0.9842995574066234,0.0216,0.99,1.05,0.06000000000000005,0.022218640246499086,9.724660592746499e-05,-0.32755893626706173,2.7625019057345344,0.02470019602760882,0.033579351462304285,0.021600000000000064,0.00027678585353707597,-210715.9868386769,40017511.540123254,0.0184959333522336,0.0004488780323472052,-0.16039738217054644,3.0111642179937506,0.0016665440862239807,0.1894276695810055,0.1342714750265747,0.022229742550133633,0.00010987759748602202,-0.28649778626463346,2.835577187672734,0.031259639622092675,0.04249690737931583,0.01551635287203137
2011-02-28,EU,0.98340425223502,0.02345,0.99,1.05,0.06000000000000005,0.02358517051199346,7.336982090467987e-05,-0.34339722890536023,3.055953727773461,0.00971118970897171,0.028683977010569975,0.02344999999999997,0.00011143436754390557,-824858.9868482198,247755045.11958227,0.020235052604355465,0.0004166109325081362,-0.2593895389457434,3.2182503382650336,0.0018626068372430637,0.1588480465489024,0.14109536310964985,0.023631531316250287,8.428996564576979e-05,-0.281463355520245,3.1018386507492806,0.012327030655032607,0.03641044397786514,0.01551635287203137
