date,area,n,strike_label,k,K,price_per_1,source
2015-05-29,EU,1,S1,0.01,1.01,0.39770000000000005,floor
2015-05-29,EU,1,S2,0.02,1.02,1.1293,floor
2015-05-29,EU,1,SN1,-0.01,0.99,0.015201,floor
2015-06-30,EU,1,S0,0.0,1.0,0.11349999999999999,floor
2015-06-30,EU,1,S1,0.01,1.01,0.4874,floor
2015-06-30,EU,1,S2,0.02,1.02,1.2647,floor
2015-06-30,EU,1,SN1,-0.01,0.99,0.020501000000000002,floor
2015-07-31,EU,1,S0,0.0,1.0,0.2071,floor
2015-07-31,EU,1,S1,0.01,1.01,0.6883,floor
2015-07-31,EU,1,S2,0.02,1.02,1.5355,floor
2015-07-31,EU,1,SN1,-0.01,0.99,0.051100000000000007,floor
2015-08-31,EU,1,S0,0.0,1.0,0.35600000000000004,floor
2015-08-31,EU,1,S1,0.01,1.01,0.9915,floor
2015-08-31,EU,1,S2,0.02,1.02,1.9227,floor
2015-08-31,EU,1,SN1,-0.01,0.99,0.08789999999999999,floor
2015-09-30,EU,1,S0,0.0,1.0,0.2821,floor
2015-09-30,EU,1,S1,0.01,1.01,0.8902,floor
2015-09-30,EU,1,S2,0.02,1.02,1.8153,floor
2015-09-30,EU,1,SN1,-0.01,0.99,0.0564,floor
2015-10-30,EU,1,S0,0.0,1.0,0.16949999999999998,floor
2015-10-30,EU,1,S1,0.01,1.01,0.7184999999999999,floor
2015-10-30,EU,1,S2,0.02,1.02,1.632,floor
2015-10-30,EU,1,SN1,-0.01,0.99,0.019601,floor
2015-11-30,EU,1,S0,0.0,1.0,0.10099999999999999,floor
2015-11-30,EU,1,S1,0.01,1.01,0.5629,floor
2015-11-30,EU,1,S2,0.02,1.02,1.4577,floor
2015-11-30,EU,1,SN1,-0.01,0.99,0.010301,floor
2015-12-31,EU,1,S0,0.0,1.0,0.1664,floor
2015-12-31,EU,1,S1,0.01,1.01,0.7442,floor
2015-12-31,EU,1,S2,0.02,1.02,1.6543,floor
2015-12-31,EU,1,SN1,-0.01,0.99,0.016001,floor
2016-01-29,EU,1,S0,0.0,1.0,0.2394,floor
2016-01-29,EU,1,S1,0.01,1.01,0.902,floor
2016-01-29,EU,1,S2,0.02,1.02,1.8417,floor
2016-01-29,EU,1,SN1,-0.01,0.99,0.0254,floor
2016-02-29,EU,1,S0,0.0,1.0,0.3265,floor
2016-02-29,EU,1,S1,0.01,1.01,1.0961,floor
2016-02-29,EU,1,S2,0.02,1.02,2.0686,floor
2016-02-29,EU,1,SN1,-0.01,0.99,0.0338,floor
2016-03-31,EU,1,S0,0.0,1.0,0.1898,floor
2016-03-31,EU,1,S1,0.01,1.01,0.8355,floor
2016-03-31,EU,1,S2,0.02,1.02,1.7816999999999998,floor
2016-03-31,EU,1,SN1,-0.01,0.99,0.011901,floor
2016-04-29,EU,1,S0,0.0,1.0,0.0559,floor
